timestamp,host,json
2025-01-12T10:11:00.011Z,ecom-cs-1,"{""paymentMethodId"":""pm_011"",""userId"":""usr_011"",""addedAt"":""2025-01-12T10:11:00.011Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_011"",""brand"":""discover"",""last4"":""2067"",""expMonth"":12,""expYear"":2027,""billing"":{""name"":""Miles Murphy"",""postalCode"":""80202"",""country"":""US""}},""wallet"":null}"
2025-01-13T10:12:00.012Z,ecom-api-1,"{""paymentMethodId"":""pm_012"",""userId"":""usr_012"",""addedAt"":""2025-01-13T10:12:00.012Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_012"",""brand"":""visa"",""last4"":""2164"",""expMonth"":1,""expYear"":2028,""billing"":{""name"":""Jordan Chen"",""postalCode"":""30303"",""country"":""US""}},""wallet"":null}"
2025-01-14T10:13:00.013Z,ecom-api-2,"{""paymentMethodId"":""pm_013"",""userId"":""usr_013"",""addedAt"":""2025-01-14T10:13:00.013Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_013"",""brand"":""mastercard"",""last4"":""2261"",""expMonth"":2,""expYear"":2029,""billing"":{""name"":""Quinn Nair"",""postalCode"":""60601"",""country"":""US""}},""wallet"":null,""verification"":{""avs"":""fail"",""cvc"":""pass"",""network"":{""tokenized"":true,""networkToken"":""nt_0013""}}}"
2025-01-15T10:14:00.014Z,ecom-worker-1,"{""paymentMethodId"":""pm_014"",""userId"":""usr_014"",""addedAt"":""2025-01-15T10:14:00.014Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_014"",""brand"":""amex"",""last4"":""2358"",""expMonth"":3,""expYear"":2030,""billing"":{""name"":""Mia Nguyen"",""postalCode"":""97201"",""country"":""US""}},""wallet"":{""provider"":""apple_pay"",""deviceBound"":true}}"
2025-01-16T10:15:00.015Z,ecom-cs-1,"{""paymentMethodId"":""pm_015"",""userId"":""usr_015"",""addedAt"":""2025-01-16T10:15:00.015Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_015"",""brand"":""discover"",""last4"":""2455"",""expMonth"":4,""expYear"":2026,""billing"":{""name"":""Ethan Murphy"",""postalCode"":""33101"",""country"":""US""}},""wallet"":null}"
2025-01-17T10:16:00.016Z,ecom-api-1,"{""paymentMethodId"":""pm_016"",""userId"":""usr_016"",""addedAt"":""2025-01-17T10:16:00.016Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_016"",""brand"":""visa"",""last4"":""2552"",""expMonth"":5,""expYear"":2027,""billing"":{""name"":""Chloe Chen"",""postalCode"":""98101"",""country"":""US""}},""wallet"":null}"
2025-01-18T10:17:00.017Z,ecom-api-2,"{""paymentMethodId"":""pm_017"",""userId"":""usr_017"",""addedAt"":""2025-01-18T10:17:00.017Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_017"",""brand"":""mastercard"",""last4"":""2649"",""expMonth"":6,""expYear"":2028,""billing"":{""name"":""Jude Nair"",""postalCode"":""78701"",""country"":""US""}},""wallet"":null}"
2025-01-19T10:18:00.018Z,ecom-worker-1,"{""paymentMethodId"":""pm_018"",""userId"":""usr_018"",""addedAt"":""2025-01-19T10:18:00.018Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_018"",""brand"":""amex"",""last4"":""2746"",""expMonth"":7,""expYear"":2029,""billing"":{""name"":""Priya Nguyen"",""postalCode"":""02108"",""country"":""US""}},""wallet"":null}"
2025-01-20T10:19:00.019Z,ecom-cs-1,"{""paymentMethodId"":""pm_019"",""userId"":""usr_019"",""addedAt"":""2025-01-20T10:19:00.019Z"",""type"":""card"",""status"":""expired"",""card"":{""fingerprint"":""fp_019"",""brand"":""discover"",""last4"":""2843"",""expMonth"":8,""expYear"":2030,""billing"":{""name"":""Casey Murphy"",""postalCode"":""80202"",""country"":""US""}},""wallet"":null}"
2025-01-21T10:20:00.020Z,ecom-api-1,"{""paymentMethodId"":""pm_020"",""userId"":""usr_020"",""addedAt"":""2025-01-21T10:20:00.020Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_020"",""brand"":""visa"",""last4"":""2940"",""expMonth"":9,""expYear"":2026,""billing"":{""name"":""Ava Chen"",""postalCode"":""30303"",""country"":""US""}},""wallet"":null}"
2025-01-22T10:21:00.021Z,ecom-api-2,"{""paymentMethodId"":""pm_021"",""userId"":""usr_021"",""addedAt"":""2025-01-22T10:21:00.021Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_021"",""brand"":""mastercard"",""last4"":""3037"",""expMonth"":10,""expYear"":2027,""billing"":{""name"":""Liam Nair"",""postalCode"":""60601"",""country"":""US""}},""wallet"":{""provider"":""google_pay"",""deviceBound"":true}}"
2025-01-23T10:22:00.022Z,ecom-worker-1,"{""paymentMethodId"":""pm_022"",""userId"":""usr_022"",""addedAt"":""2025-01-23T10:22:00.022Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_022"",""brand"":""amex"",""last4"":""3134"",""expMonth"":11,""expYear"":2028,""billing"":{""name"":""Iris Nguyen"",""postalCode"":""97201"",""country"":""US""}},""wallet"":null}"
2025-01-24T10:23:00.023Z,ecom-cs-1,"{""paymentMethodId"":""pm_023"",""userId"":""usr_023"",""addedAt"":""2025-01-24T10:23:00.023Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_023"",""brand"":""discover"",""last4"":""3231"",""expMonth"":12,""expYear"":2029,""billing"":{""name"":""Kai Murphy"",""postalCode"":""33101"",""country"":""US""}},""wallet"":null}"
2025-01-25T10:24:00.024Z,ecom-api-1,"{""paymentMethodId"":""pm_024"",""userId"":""usr_024"",""addedAt"":""2025-01-25T10:24:00.024Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_024"",""brand"":""visa"",""last4"":""3328"",""expMonth"":1,""expYear"":2030,""billing"":{""name"":""Elena Chen"",""postalCode"":""98101"",""country"":""US""}},""wallet"":null}"
2025-01-26T10:25:00.025Z,ecom-api-2,"{""paymentMethodId"":""pm_025"",""userId"":""usr_025"",""addedAt"":""2025-01-26T10:25:00.025Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_025"",""brand"":""mastercard"",""last4"":""3425"",""expMonth"":2,""expYear"":2026,""billing"":{""name"":""Sam Nair"",""postalCode"":""78701"",""country"":""US""}},""wallet"":null}"
2025-01-27T10:26:00.026Z,ecom-worker-1,"{""paymentMethodId"":""pm_026"",""userId"":""usr_026"",""addedAt"":""2025-01-27T10:26:00.026Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_026"",""brand"":""amex"",""last4"":""3522"",""expMonth"":3,""expYear"":2027,""billing"":{""name"":""Riley Nguyen"",""postalCode"":""02108"",""country"":""US""}},""wallet"":null,""verification"":{""avs"":""unchecked"",""cvc"":""pass"",""network"":{""tokenized"":true,""networkToken"":""nt_0026""}}}"
2025-01-28T10:27:00.027Z,ecom-cs-1,"{""paymentMethodId"":""pm_027"",""userId"":""usr_027"",""addedAt"":""2025-01-28T10:27:00.027Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_027"",""brand"":""discover"",""last4"":""3619"",""expMonth"":4,""expYear"":2028,""billing"":{""name"":""Noah Murphy"",""postalCode"":""80202"",""country"":""US""}},""wallet"":null}"
2025-01-29T10:28:00.028Z,ecom-api-1,"{""paymentMethodId"":""pm_028"",""userId"":""usr_028"",""addedAt"":""2025-01-29T10:28:00.028Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_028"",""brand"":""visa"",""last4"":""3716"",""expMonth"":5,""expYear"":2029,""billing"":{""name"":""Zoe Chen"",""postalCode"":""30303"",""country"":""US""}},""wallet"":{""provider"":""apple_pay"",""deviceBound"":true}}"
2025-01-30T10:29:00.029Z,ecom-api-2,"{""paymentMethodId"":""pm_029"",""userId"":""usr_029"",""addedAt"":""2025-01-30T10:29:00.029Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_029"",""brand"":""mastercard"",""last4"":""3813"",""expMonth"":6,""expYear"":2030,""billing"":{""name"":""Owen Nair"",""postalCode"":""60601"",""country"":""US""}},""wallet"":null}"
2025-01-31T10:30:00.030Z,ecom-worker-1,"{""paymentMethodId"":""pm_030"",""userId"":""usr_030"",""addedAt"":""2025-01-31T10:30:00.030Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_030"",""brand"":""amex"",""last4"":""3910"",""expMonth"":7,""expYear"":2026,""billing"":{""name"":""Nina Nguyen"",""postalCode"":""97201"",""country"":""US""}},""wallet"":null}"
2025-02-01T10:31:00.031Z,ecom-cs-1,"{""paymentMethodId"":""pm_031"",""userId"":""usr_031"",""addedAt"":""2025-02-01T10:31:00.031Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_031"",""brand"":""discover"",""last4"":""4007"",""expMonth"":8,""expYear"":2027,""billing"":{""name"":""Miles Murphy"",""postalCode"":""33101"",""country"":""US""}},""wallet"":null}"
2025-02-02T10:32:00.032Z,ecom-api-1,"{""paymentMethodId"":""pm_032"",""userId"":""usr_032"",""addedAt"":""2025-02-02T10:32:00.032Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_032"",""brand"":""visa"",""last4"":""4104"",""expMonth"":9,""expYear"":2028,""billing"":{""name"":""Jordan Chen"",""postalCode"":""98101"",""country"":""US""}},""wallet"":null}"
2025-02-03T10:33:00.033Z,ecom-api-2,"{""paymentMethodId"":""pm_033"",""userId"":""usr_033"",""addedAt"":""2025-02-03T10:33:00.033Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_033"",""brand"":""mastercard"",""last4"":""4201"",""expMonth"":10,""expYear"":2029,""billing"":{""name"":""Quinn Nair"",""postalCode"":""78701"",""country"":""US""}},""wallet"":null}"
2025-02-04T10:34:00.034Z,ecom-worker-1,"{""paymentMethodId"":""pm_034"",""userId"":""usr_034"",""addedAt"":""2025-02-04T10:34:00.034Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_034"",""brand"":""amex"",""last4"":""4298"",""expMonth"":11,""expYear"":2030,""billing"":{""name"":""Mia Nguyen"",""postalCode"":""02108"",""country"":""US""}},""wallet"":null}"
2025-02-05T10:35:00.035Z,ecom-cs-1,"{""paymentMethodId"":""pm_035"",""userId"":""usr_035"",""addedAt"":""2025-02-05T10:35:00.035Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_035"",""brand"":""discover"",""last4"":""4395"",""expMonth"":12,""expYear"":2026,""billing"":{""name"":""Ethan Murphy"",""postalCode"":""80202"",""country"":""US""}},""wallet"":{""provider"":""google_pay"",""deviceBound"":true}}"
2025-02-06T10:36:00.036Z,ecom-api-1,"{""paymentMethodId"":""pm_036"",""userId"":""usr_036"",""addedAt"":""2025-02-06T10:36:00.036Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_036"",""brand"":""visa"",""last4"":""4492"",""expMonth"":1,""expYear"":2027,""billing"":{""name"":""Chloe Chen"",""postalCode"":""30303"",""country"":""US""}},""wallet"":null}"
2025-02-07T10:37:00.037Z,ecom-api-2,"{""paymentMethodId"":""pm_037"",""userId"":""usr_037"",""addedAt"":""2025-02-07T10:37:00.037Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_037"",""brand"":""mastercard"",""last4"":""4589"",""expMonth"":2,""expYear"":2028,""billing"":{""name"":""Jude Nair"",""postalCode"":""60601"",""country"":""US""}},""wallet"":null}"
2025-02-08T10:38:00.038Z,ecom-worker-1,"{""paymentMethodId"":""pm_038"",""userId"":""usr_038"",""addedAt"":""2025-02-08T10:38:00.038Z"",""type"":""card"",""status"":""expired"",""card"":{""fingerprint"":""fp_038"",""brand"":""amex"",""last4"":""4686"",""expMonth"":3,""expYear"":2029,""billing"":{""name"":""Priya Nguyen"",""postalCode"":""97201"",""country"":""US""}},""wallet"":null}"
2025-02-09T10:39:00.039Z,ecom-cs-1,"{""paymentMethodId"":""pm_039"",""userId"":""usr_039"",""addedAt"":""2025-02-09T10:39:00.039Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_039"",""brand"":""discover"",""last4"":""4783"",""expMonth"":4,""expYear"":2030,""billing"":{""name"":""Casey Murphy"",""postalCode"":""33101"",""country"":""US""}},""wallet"":null,""verification"":{""avs"":""pass"",""cvc"":""pass"",""network"":{""tokenized"":true,""networkToken"":""nt_0039""}}}"
2025-02-10T10:40:00.040Z,ecom-api-1,"{""paymentMethodId"":""pm_040"",""userId"":""usr_040"",""addedAt"":""2025-02-10T10:40:00.040Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_040"",""brand"":""visa"",""last4"":""4880"",""expMonth"":5,""expYear"":2026,""billing"":{""name"":""Ava Chen"",""postalCode"":""98101"",""country"":""US""}},""wallet"":null}"
2025-02-11T10:41:00.041Z,ecom-api-2,"{""paymentMethodId"":""pm_041"",""userId"":""usr_041"",""addedAt"":""2025-02-11T10:41:00.041Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_001"",""brand"":""mastercard"",""last4"":""1097"",""expMonth"":2,""expYear"":2027,""billing"":{""name"":""Liam Nair"",""postalCode"":""78701"",""country"":""US""}},""wallet"":null}"
2025-02-12T10:42:00.042Z,ecom-worker-1,"{""paymentMethodId"":""pm_042"",""userId"":""usr_042"",""addedAt"":""2025-02-12T10:42:00.042Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_002"",""brand"":""amex"",""last4"":""1194"",""expMonth"":3,""expYear"":2028,""billing"":{""name"":""Iris Nguyen"",""postalCode"":""02108"",""country"":""US""}},""wallet"":{""provider"":""apple_pay"",""deviceBound"":true}}"
2025-02-13T10:43:00.043Z,ecom-cs-1,"{""paymentMethodId"":""pm_043"",""userId"":""usr_043"",""addedAt"":""2025-02-13T10:43:00.043Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_003"",""brand"":""discover"",""last4"":""1291"",""expMonth"":4,""expYear"":2029,""billing"":{""name"":""Kai Murphy"",""postalCode"":""80202"",""country"":""US""}},""wallet"":null}"
2025-02-14T10:44:00.044Z,ecom-api-1,"{""paymentMethodId"":""pm_044"",""userId"":""usr_044"",""addedAt"":""2025-02-14T10:44:00.044Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_004"",""brand"":""visa"",""last4"":""1388"",""expMonth"":5,""expYear"":2030,""billing"":{""name"":""Elena Chen"",""postalCode"":""30303"",""country"":""US""}},""wallet"":null}"
2025-02-15T10:45:00.045Z,ecom-api-2,"{""paymentMethodId"":""pm_045"",""userId"":""usr_045"",""addedAt"":""2025-02-15T10:45:00.045Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_005"",""brand"":""mastercard"",""last4"":""1485"",""expMonth"":6,""expYear"":2026,""billing"":{""name"":""Sam Nair"",""postalCode"":""60601"",""country"":""US""}},""wallet"":null}"
2025-02-16T10:46:00.046Z,ecom-worker-1,"{""paymentMethodId"":""pm_046"",""userId"":""usr_046"",""addedAt"":""2025-02-16T10:46:00.046Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_006"",""brand"":""amex"",""last4"":""1582"",""expMonth"":7,""expYear"":2027,""billing"":{""name"":""Riley Nguyen"",""postalCode"":""97201"",""country"":""US""}},""wallet"":null}"
2025-02-17T10:47:00.047Z,ecom-cs-1,"{""paymentMethodId"":""pm_047"",""userId"":""usr_047"",""addedAt"":""2025-02-17T10:47:00.047Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_007"",""brand"":""discover"",""last4"":""1679"",""expMonth"":8,""expYear"":2028,""billing"":{""name"":""Noah Murphy"",""postalCode"":""33101"",""country"":""US""}},""wallet"":null}"
2025-02-18T10:48:00.048Z,ecom-api-1,"{""paymentMethodId"":""pm_048"",""userId"":""usr_048"",""addedAt"":""2025-02-18T10:48:00.048Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_008"",""brand"":""visa"",""last4"":""1776"",""expMonth"":9,""expYear"":2029,""billing"":{""name"":""Zoe Chen"",""postalCode"":""98101"",""country"":""US""}},""wallet"":null}"
2025-02-19T10:49:00.049Z,ecom-api-2,"{""paymentMethodId"":""pm_049"",""userId"":""usr_049"",""addedAt"":""2025-02-19T10:49:00.049Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_009"",""brand"":""mastercard"",""last4"":""1873"",""expMonth"":10,""expYear"":2030,""billing"":{""name"":""Owen Nair"",""postalCode"":""78701"",""country"":""US""}},""wallet"":{""provider"":""google_pay"",""deviceBound"":true}}"
2025-01-01T10:50:00.050Z,ecom-worker-1,"{""paymentMethodId"":""pm_050"",""userId"":""usr_050"",""addedAt"":""2025-01-01T10:50:00.050Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_010"",""brand"":""amex"",""last4"":""1970"",""expMonth"":11,""expYear"":2026,""billing"":{""name"":""Nina Nguyen"",""postalCode"":""02108"",""country"":""US""}},""wallet"":null}"
2025-01-02T10:51:00.051Z,ecom-cs-1,"{""paymentMethodId"":""pm_051"",""userId"":""usr_051"",""addedAt"":""2025-01-02T10:51:00.051Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_011"",""brand"":""discover"",""last4"":""2067"",""expMonth"":12,""expYear"":2027,""billing"":{""name"":""Miles Murphy"",""postalCode"":""80202"",""country"":""US""}},""wallet"":null}"
2025-01-03T10:52:00.052Z,ecom-api-1,"{""paymentMethodId"":""pm_052"",""userId"":""usr_052"",""addedAt"":""2025-01-03T10:52:00.052Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_012"",""brand"":""visa"",""last4"":""2164"",""expMonth"":1,""expYear"":2028,""billing"":{""name"":""Jordan Chen"",""postalCode"":""30303"",""country"":""US""}},""wallet"":null,""verification"":{""avs"":""fail"",""cvc"":""pass"",""network"":{""tokenized"":true,""networkToken"":""nt_0052""}}}"
2025-01-04T10:53:00.053Z,ecom-api-2,"{""paymentMethodId"":""pm_053"",""userId"":""usr_053"",""addedAt"":""2025-01-04T10:53:00.053Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_013"",""brand"":""mastercard"",""last4"":""2261"",""expMonth"":2,""expYear"":2029,""billing"":{""name"":""Quinn Nair"",""postalCode"":""60601"",""country"":""US""}},""wallet"":null}"
2025-01-05T10:54:00.054Z,ecom-worker-1,"{""paymentMethodId"":""pm_054"",""userId"":""usr_054"",""addedAt"":""2025-01-05T10:54:00.054Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_014"",""brand"":""amex"",""last4"":""2358"",""expMonth"":3,""expYear"":2030,""billing"":{""name"":""Mia Nguyen"",""postalCode"":""97201"",""country"":""US""}},""wallet"":null}"
2025-01-06T10:55:00.055Z,ecom-cs-1,"{""paymentMethodId"":""pm_055"",""userId"":""usr_055"",""addedAt"":""2025-01-06T10:55:00.055Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_015"",""brand"":""discover"",""last4"":""2455"",""expMonth"":4,""expYear"":2026,""billing"":{""name"":""Ethan Murphy"",""postalCode"":""33101"",""country"":""US""}},""wallet"":null}"
2025-01-07T10:56:00.056Z,ecom-api-1,"{""paymentMethodId"":""pm_056"",""userId"":""usr_056"",""addedAt"":""2025-01-07T10:56:00.056Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_016"",""brand"":""visa"",""last4"":""2552"",""expMonth"":5,""expYear"":2027,""billing"":{""name"":""Chloe Chen"",""postalCode"":""98101"",""country"":""US""}},""wallet"":{""provider"":""apple_pay"",""deviceBound"":true}}"
2025-01-08T10:57:00.057Z,ecom-api-2,"{""paymentMethodId"":""pm_057"",""userId"":""usr_057"",""addedAt"":""2025-01-08T10:57:00.057Z"",""type"":""card"",""status"":""expired"",""card"":{""fingerprint"":""fp_017"",""brand"":""mastercard"",""last4"":""2649"",""expMonth"":6,""expYear"":2028,""billing"":{""name"":""Jude Nair"",""postalCode"":""78701"",""country"":""US""}},""wallet"":null}"
2025-01-09T10:58:00.058Z,ecom-worker-1,"{""paymentMethodId"":""pm_058"",""userId"":""usr_058"",""addedAt"":""2025-01-09T10:58:00.058Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_018"",""brand"":""amex"",""last4"":""2746"",""expMonth"":7,""expYear"":2029,""billing"":{""name"":""Priya Nguyen"",""postalCode"":""02108"",""country"":""US""}},""wallet"":null}"
2025-01-10T10:59:00.059Z,ecom-cs-1,"{""paymentMethodId"":""pm_059"",""userId"":""usr_059"",""addedAt"":""2025-01-10T10:59:00.059Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_019"",""brand"":""discover"",""last4"":""2843"",""expMonth"":8,""expYear"":2030,""billing"":{""name"":""Casey Murphy"",""postalCode"":""80202"",""country"":""US""}},""wallet"":null}"
2025-01-11T10:00:00.060Z,ecom-api-1,"{""paymentMethodId"":""pm_060"",""userId"":""usr_060"",""addedAt"":""2025-01-11T10:00:00.060Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_020"",""brand"":""visa"",""last4"":""2940"",""expMonth"":9,""expYear"":2026,""billing"":{""name"":""Ava Chen"",""postalCode"":""30303"",""country"":""US""}},""wallet"":null}"
2025-01-12T10:01:00.061Z,ecom-api-2,"{""paymentMethodId"":""pm_061"",""userId"":""usr_061"",""addedAt"":""2025-01-12T10:01:00.061Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_021"",""brand"":""mastercard"",""last4"":""3037"",""expMonth"":10,""expYear"":2027,""billing"":{""name"":""Liam Nair"",""postalCode"":""60601"",""country"":""US""}},""wallet"":null}"
2025-01-13T10:02:00.062Z,ecom-worker-1,"{""paymentMethodId"":""pm_062"",""userId"":""usr_062"",""addedAt"":""2025-01-13T10:02:00.062Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_022"",""brand"":""amex"",""last4"":""3134"",""expMonth"":11,""expYear"":2028,""billing"":{""name"":""Iris Nguyen"",""postalCode"":""97201"",""country"":""US""}},""wallet"":null}"
2025-01-14T10:03:00.063Z,ecom-cs-1,"{""paymentMethodId"":""pm_063"",""userId"":""usr_063"",""addedAt"":""2025-01-14T10:03:00.063Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_023"",""brand"":""discover"",""last4"":""3231"",""expMonth"":12,""expYear"":2029,""billing"":{""name"":""Kai Murphy"",""postalCode"":""33101"",""country"":""US""}},""wallet"":{""provider"":""google_pay"",""deviceBound"":true}}"
2025-01-15T10:04:00.064Z,ecom-api-1,"{""paymentMethodId"":""pm_064"",""userId"":""usr_064"",""addedAt"":""2025-01-15T10:04:00.064Z"",""type"":""card"",""status"":""active"",""card"":{""fingerprint"":""fp_024"",""brand"":""visa"",""last4"":""3328"",""expMonth"":1,""expYear"":2030,""billing"":{""name"":""Elena Chen"",""postalCode"":""98101"",""country"":""US""}},""wallet"":null}"
